product_name,price_of_the_product,properties,star_ratings,no_of_ratings,no_of_reviews
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"16,252","3,697"
Aqua Supreme AURIC AQUA GRAND UV+UF+ALKALINE + COPPER WITH PRE FILTER SET 12 L UV + UF Water Purifier,"₹6,299","['Electrical & Storage', 'UV + UF', '12 L Capacity', 'The consumer must register his product via our simply by calling/what up our customer care number 7895121121,9837889876.']",none,none,none
Oseas aqua Aqua Fresh Water Purifier Black 14 L RO + UV + UF + TDS Water Purifier,"₹4,999","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 Month']",none,none,none
EUREKA FORBES Aquasure Xpert 8 L RO + UV + UF Water Purifier,"₹19,990","['Electrical & Storage', 'RO + UV + UF', '8 L Capacity']",4.5,149,18
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,224,32
Hi Tech 2 Set Inline Filter For All Type of RO Water Purifier with 4 Elbow & 1 Teflon Tape 12 L RO + U...,₹497,"['Electrical & Non - Storage', 'RO + UV + UF + TDS', '12 L Capacity', '0']",none,none,none
SKS Aqua Grand+ Aquagrand+ RO+UV+UF+TDS Water Purifier - 12 Liters 12 L RO + UV Water Purifier,"₹3,699","['Electrical & Storage', 'RO + UV', '12 L Capacity', 'NA']",none,none,none
Blue Star 1234 8 L RO + UV Water Purifier,"₹13,900","['Electrical & Storage', 'RO + UV', '8 L Capacity', '1 year domestic warranty']",none,none,none
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"4,009",422
Aquaultra C05 13 L RO + UV + UF Water Purifier,"₹4,599","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",none,none,none
LG kavi124 7 L RO + UV + UF Water Purifier,"₹10,459","['Electrical & Storage', 'RO + UV + UF', '7 L Capacity', 'NA']",none,none,none
EUREKA FORBES EE-6265 8.5 L UV Water Purifier,"₹12,473","['Electrical & Storage', 'UV', '8.5 L Capacity', '1 Year Manufacturer Warranty']",2.3,3,0
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
Grand plus EPIC 17 L RO + UV + UF + TDS Water Purifier,"₹5,849","['Electrical & Storage', 'RO + UV + UF + TDS', '17 L Capacity', 'TERMS AND CONDITION 1) Installation provided by seller charges Paid by customer  . , if customer will install by third party so warranty will avoid (withdrawal) 2) Membranes is not cover in warranty 3) RO Membrane will cover standard TDS of water (upto 1500-2000TDS) 4) Water Purifies body color may be differ against Shaw on website 5) Warranty cover for 6 month ( MOTER , SMPS) 6) Our Executive Will solve customer problems within 24HR']",3.2,13,1
KENT PEARL(11002) 8 L RO + UV + UF Water Purifier,"₹16,500","['Electrical & Storage', 'RO + UV + UF', '8 L Capacity', '1 Year Warranty + 3 Years free service']",4.4,"1,378",180
KENT superstar 7 L RO + UV + UF Water Purifier,"₹14,430","['Electrical & Non - Storage', 'RO + UV + UF', '7 L Capacity', '1 year company']",2.3,3,0
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
Blair MISTY(BLACK) ALKALINE 15 L RO + UV + UF + TDS Water Purifier,"₹6,999","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 MONTHS OFFSITE WARRANTY ON MOTOR AND SMPS']",3.3,53,8
Aquaguard GWPDMRU1210000 7 L RO + UV + MTDS Water Purifier,"₹14,390","['Electrical & Storage', 'RO + UV + MTDS', '7 L Capacity', '1 Year Manufacturer Warranty']",none,none,none
"Aquaultra 14L Classic T RO+11W UV(OSRAM, Made In Italy) +B12+TDS Contoller Water Purifier 14 L RO + UV...","₹4,799","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month manufacturer warranty']",3.6,674,139
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"40,925","5,142"
Aqua Ultra C26 13 L RO + UV + UF Water Purifier,"₹4,850","['Electrical & Storage', 'RO + UV + UF', '13 L Capacity', '12 month manufacturer warranty']",2.8,4,1
Grand plus supreme TPT 15 L RO + UV + UF + TDS Water Purifier,"₹5,151","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', ""Warranty on MOTER/SMPS available from seller. But Installation amount will be paid by customer . If any problem occurs during warranty period Then buyer will make courier at seller or service center address after that seller will replace MOTER/SMPS (Seller will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã\x83Â\x83Ã\x82Â¢?Ã\x83Â\x82Ã\x82Â¢\tAll service will chargeable""]",3.9,29,6
Aqua Fresh AquaXSwift Model Alkaline purify Mineral Ro + Uv + Uf + Tds + Alkaline Filter12 L 12 L RO +...,"₹5,199","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'Na']",2.5,2,2
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"16,252","3,697"
LIVPURE BOLT RO+UV+MINERALISER 7 L RO + UV Water Purifier,"₹12,990","['Electrical & Storage', 'RO + UV', '7 L Capacity', 'ONE YEAR WARRANTY  { FREE REPLACEMENT OF SEDIMENT & CARBON FILTER ONCE IN WARRANTY PERIOD}']",3.7,16,3
LIVPURE Bolt Copper 7 L RO + UV + Minerals Water Purifier,"₹16,500","['Electrical & Storage', 'RO + UV + Minerals', '7 L Capacity', 'all parts']",3.8,4,0
FABER FWP GALAXY PRO PLUS BK 7 L RO + UV + MAT Water Purifier,"₹8,990","['Electrical & Storage', 'RO + UV + MAT', '7 L Capacity', '1 year warranty on product']",2.5,4,1
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,224,32
Aqua NYC RO_UV_UF_TDS_Mineral Cartage 15 L RO + UV + UF + TDS Water Purifier,"₹5,299","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",3.9,86,12
Aqua w COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,450","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",4.5,4,0
Aqua Fresh wavex COPPER MINERAL+ro+uv+tds 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,849","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'ONE YEAR OFFSITE WARRANTY ON ALL ELECTRONIC PARTS']",3.8,93,12
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"4,009",422
KENT WONDER (11033) 7 L RO + UF Water Purifier,"₹13,800","['Electrical & Storage', 'RO + UF', '7 L Capacity', '1 Year Warranty + 3 Years free service']",4.2,357,58
Tata Swach TA968 7.5 L Gravity Based Water Purifier,"₹5,050","['Non - Electrical & Non - Storage', 'Gravity Based', '7.5 L Capacity', 'no']",4.2,"6,923",671
SAMTA Aquakiwi 12 L RO + UV + UF Water Purifier,"₹10,990","['Electrical & Storage', 'RO + UV + UF', '12 L Capacity', '1 year replacement warranty on electrical part']",none,none,none
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
HAVELLS PRO ALKALINE 7 L RO + UV Water Purifier,"₹15,999","['Electrical & Storage', 'RO + UV', '7 L Capacity', 'Experience best in class 1 in a million service & manufacturers warranty cover for 1 year. T&C apply. Cover your product with attractive extended warranty plans to enjoy life long safe and healthy drinking water.']",none,none,none
Royal Aquafresh Copper Audy 12 L RO + UV + UF + TDS Water Purifier,"₹5,085","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer 450-600/- . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable.""]",none,none,none
HAVELLS Pro Alkaline RO UV 7 L RO + UV Water Purifier,"₹15,000","['Electrical & Storage', 'RO + UV', '7 L Capacity', '1 year warranty on all Electrical Parts excluding Membranes. The Company representatives are entitled to retain the damaged or defective parts replaced under warranty on free charge basis.']",none,none,none
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
Blair MISTY RO UV MTDS 15 L RO + UV + MTDS Water Purifier,"₹6,986","['Electrical & Storage', 'RO + UV + MTDS', '15 L Capacity', '1 YEAR OFFSITE WARRANTY']",3.6,17,7
Aqua AQU-grand- RO. UV. UF. MINIRALS. set RO. pani filter. 15 L RO + UV + UF + TDS Water Purifier,"₹4,995","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'technicia visit, if applicable will be charged to the customer.']",none,none,none
LIVPURE Glitz Silver RO Water Purifier 7 L RO + UF + TDS Water Purifier,"₹10,099","['Electrical & Storage', 'RO + UF + TDS', '7 L Capacity', 'Onsite service, during warranty period sediment filter and activated carbon filter will be replaced and two preventive maintenance will be provided free']",none,none,none
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"40,925","5,142"
Aquasure Maxima 1500 10 L Gravity Based Water Purifier,"₹1,499","['Non - Electrical & Storage', 'Gravity Based', '10 L Capacity', '6 Months Manufacturer Warranty']",3.7,"1,657",220
Blair ALFA COPPER BLACK 12 L RO + UV + UF + TDS Water Purifier,"₹5,689","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 MONTHS OFFSITE WARRANTY ON MOTOR AND SMPS']",none,none,none
Aqua RO_UV_UF_TDS_Golden Black audi 12 L RO + UV + UF + TDS Water Purifier,"₹5,199","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts']",none,none,none
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"15,824","3,715"
Bepure 3G Hot and Normal 7 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '7 L Capacity', '1 Year Warranty on all electrical components including hot water system and pump']",4.8,14,5
Aqua Ultra Swift 14 L RO + UV + UF + TDS Water Purifier,"₹4,599","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 Month']",3.4,22,5
LIVPURE TOUCH 2000 PLUS 8 L RO + UV + UF + TDS Water Purifier,"₹17,590","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Manufacturer Warranty']",none,none,none
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,235,34
Pureit Classic nxt 7 L RO + MF Water Purifier,"₹9,008","['Electrical & Storage', 'RO + MF', '7 L Capacity', '1 year pureit india warranty']",4.2,292,55
Ao Smith Z1 10 L UV Water Purifier,"₹13,500","['Electrical & Storage', 'UV', '10 L Capacity', '1 Year Comprehensive Warranty']",3.6,242,34
Aquaultra Aqua Ultra Touch RO+UV+Active Copper Water Purifier 12 L RO + UV + MTDS Water Purifier,"₹5,299","['Electrical & Storage', 'RO + UV + MTDS', '12 L Capacity', '1 year manufacturer warranty']",2.6,7,1
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"3,814",424
"Aquaultra 14L BlueSea RO+11W UV(OSRAM, Made In Italy) +B12+TDS Contoller Water Purifier 14 L RO + UV +...","₹4,989","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month manufacturer warranty']",3.9,38,8
Aqua Fresh AUDI black ro+uv+uf+tds+mineral 15 L 12 L RO + UV + UF + TDS Water Purifier,"₹5,299","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'offsite warranty on all electronic parts']",3.7,826,151
KENT Grand Plus New 9 L RO + UV + UF + TDS Water Purifier,"₹16,770","['Electrical & Storage', 'RO + UV + UF + TDS', '9 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.3,268,32
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
Aquaultra Aqua Ultra Majesto RO+UV+Active Copper Water Purifier 12 L RO + UV + MTDS Water Purifier,"₹4,850","['Electrical & Storage', 'RO + UV + MTDS', '12 L Capacity', '1 year manufacturer warranty']",none,none,none
KENT Bathroom Water Softener 5.5-Litre (White) 5.5 L RO Water Purifier,"₹12,499","['Electrical & Non - Storage', 'RO', '5.5 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase']",4,11,2
"Aqua ZP- grand RO, UV, UF, TDS, MINIRALS, 12ltrs tank, 15ltrs water flow, candal-3, pree filter-1 set-...","₹4,889","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 months warranty']",3,4,0
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
Oseas aqua Aqua Fresh Water Purifier White 12 L RO + UV + UF + TDS Water Purifier,"₹4,999","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'NA']",none,none,none
Blue Star Edge 6 L RO + UV Water Purifier,"₹16,999","['Electrical & Storage', 'RO + UV', '6 L Capacity', '1 Year Warranty']",4.1,10,1
nexus pure DRFT 3 COPPER + ALKALINE 14 L RO + UV + UF + TDS Water Purifier,"₹6,100","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', 'Customer has to courier the parts to seller address']",4,52,18
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"44,883","5,154"
Tata Swach A125 14 L Gravity Based Water Purifier,"₹3,999","['Non - Electrical & Non - Storage', 'Gravity Based', '14 L Capacity', 'no']",none,none,none
NASAKA Tulip N2 8 L RO + UF Water Purifier,"₹8,500","['Electrical & Storage', 'RO + UF', '8 L Capacity', '1 Year + 4 Years extended company warranty']",3.8,32,4
LIVPURE LV-ZNGER-HR 6 L RO + UV + UF + Minerals Water Purifier,"₹16,990","['Electrical & Storage', 'RO + UV + UF + Minerals', '6 L Capacity', '1 YEAR MANUFACTURER WARRANTY']",5,2,1
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"16,252","3,697"
LG WW170EP 8 L RO Water Purifier,"₹20,000","['Electrical & Storage', 'RO', '8 L Capacity', '1 year on product and 10 years on stainless steel tank from Manufacturer']",none,none,none
Aquagrand Normal 12 Ltr Filter+ ro + uv + uf + tds Water Purifier + Filter + 12 L RO + UV + UF + TDS W...,"₹5,899","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
Blair Mineral RO UV UF TDS 15 L RO + UV + UF + TDS Water Purifier,"₹5,199","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'COVERED IN WARRANTY SMPS AND MOTOR']",4.1,29,8
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,224,32
Aqua Ultra 14LT 14 L RO + UV + UF + TDS Water Purifier,"₹4,989","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '12 month']",3.1,14,0
Aquagrand Crux 12 Ltr 12 L RO + UV + UF + TDS Water Purifier,"₹5,799","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'Replacement:Parts will be sent through courier. Customer courier the parts on seller address has customer cost.Technician visit will be chargeable if applicable']",none,none,none
Aquagrand Shine Normal Alkaline + ro + uv + uf + TDS Controller 12 L RO + UV + UF + TDS Water Purifier,"₹5,299","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"4,009",422
Aqua Fresh ALFA black COPPER RO UV TDS 12L 12 L RO + UV + UF + TDS Water Purifier,"₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', 'OFFSITE WARRANTY 0n ELECTRONIC PARTS, TERMS AND CONDITION 1) Installation provided by seller charges Paid by customer RS450/- NCR Around 50 KM. , if customer will install by third party so warranty will avoid (withdrawal) 2) Membranes is not cover in warranty 3) RO Membrane will cover standard TDS of water (upto 1500-TDS) 4) Water Purifies body color may be differ against Shaw on website 5) Warranty cover for 1 Years ( MOTER , SMPS) 6) Our Executive Will solve customer problems within 24HR Customer care 0071617252 Timing is :- 10AM TO 7PM (MON TO SAT) SUNDAY CLOSE']",3.6,10,1
SAMTA 100% Stainless Steel RO + UV _LED + UF + TDS Water Purifier 15 L RO + UV + UF + ATDS Water Purif...,"₹8,990","['Electrical & Storage', 'RO + UV + UF + ATDS', '15 L Capacity', 'domestic warranty on electrical part technician visit if applicable will be charge rs 250']",none,none,none
Aqua Fresh Omega Copper Skyland 18 L RO + UV + UF + TDS Water Purifier,"₹5,820","['Electrical & Storage', 'RO + UV + UF + TDS', '18 L Capacity', ""Warranty on MOTER/SMPS available from Manufacture. But Installation amount will be paid by customer 450-600/- . If any problem occurs during warranty period Then buyer will make courier at Manufacture or service center address after that Manufacture will replace MOTER/SMPS (Manufacture will courier parts and it will get deliver to customer's address within maximum 4-6 days(working hours) , and every visit will be chargeable after the installation (RS300/-) Ã¢?Â¢ All service will chargeable.""]",3.8,5,0
KENT Ace Star 8 L RO + UV + UF + TDS Water Purifier with Digital Display,"₹16,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.5,443,48
Blair ALFA GRAND 12 L RO + UV + UF + TDS Water Purifier,"₹5,299","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 MONTHS OFFSITE WARRANTY ON MOTOR AND SMPS. MEMBRANE AND FILTERS NOT COVERED IN WARRANTY']",none,none,none
Aqua Active Misty +Alkaline 10 L RO Water Purifier,"₹7,958","['Electrical & Storage', 'RO', '10 L Capacity', 'Warranty obligation shall be limited to the repairing or provide replacement of the part which found faulty. Company Liability under warranty is confined to the first purchaser (Non - Transferable). One year warranty  includes Pump, SV and SMPS. In order to claim any of above mentioned part under warranty, customer first need to send that part to us (courier charges will be levied) and once part will be received in our warehouse, we will check its performance and if there is any issue then new part will be shipped to customer under warranty.  It is advised to get device serviced on proper interval of time as only then warranty will be continued, in case of any miss on service company owns all rights to void the warranty since cartridges used in RO water purifier has a specific date of expiry and customer should change it as and when advised. Warranty will be void if any local part / filter/ cartridge will be used instead of our original parts.']",none,none,none
Aquagrand Epic Mineral ALKALINE ro+uv+uf+tds 12 L ALKALINE + 12 L RO + UV + UF + TDS Water Purifier,"₹5,490","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 months domestic warranty on electric parts(pump and smps)']",3.2,28,4
Eureka Forbes Aquasure from Aquaguard Desire 7 L RO + MC Water Purifier,"₹7,999","['Electrical & Storage', 'RO + MC', '7 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,981,188
Eureka Forbes Aquasure from Aquaguard 20 L Gravity Based Water Purifier,"₹2,999","['Non - Electrical & Storage', 'Gravity Based', '20 L Capacity', 'NA']",4.1,16,2
Pureit by HUL Marvella with Fruit and Veg Purifier 8 L RO + MF Water Purifier,"₹10,999","['Electrical & Storage', 'RO + MF', '8 L Capacity', '1 Year Warranty']",4.2,"11,269","1,921"
water solution NYC white ALKALINE ro+uv+uf+tds+ALKALINE 15 L 15 L RO + UV + UF + TDS Water Purifier,"₹5,899","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'NA']",3.3,48,7
KENT Ace 8 L RO + UV + UF + TDS Water Purifier,"₹13,999","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"40,925","5,142"
Grand plus AQUA TPT 15 L RO + UV + UF + TDS Water Purifier,"₹5,699","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', '6 Months']",4.3,6,0
SAMTA AQUA DEW 12 L RO + UV + UF + TDS Water Purifier,"₹4,949","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '12 month replacement on electrical part , Installation charges Rs 350 & service Rs 250']",3.5,24,5
"Hi Tech Commercial Domestic Carbon Block CTO, Granular Activated Carbon GAC, PP Spun 10 Inch RO Purifi...",₹566,"['Non - Electrical & Storage', 'Gravity Based', '40000 L Capacity', 'NA']",none,none,none
Eureka Forbes Aquasure from Aquaguard Shield 6 L RO + UV + MP + MTDS Water Purifier,"₹7,999","['Electrical & Storage', 'RO + UV + MP + MTDS', '6 L Capacity', '1 Year Comprehensive Domestic Warranty on All Parts excluding Consumables . Technician Visit, if applicable, will be charged to the customer.']",4.2,"16,252","3,697"
HAVELLS DIGI 8 L RO + UV + UF + TDS Water Purifier,"₹18,990","['Electrical & Storage', 'RO + UV + UF + TDS', '8 L Capacity', 'AT THE SITE OF ENGINIOR']",3,5,2
CUCKOO CP-EN011B Elegance Nano-Positive Water Purifier,"₹9,999","['Electrical & Non - Storage', 'Nano-Positive', '1 Year Warranty + 2 Years Extended Warranty.']",none,none,none
Aquagrand Red Candy Model + ro + uv + uf + TDS Controller 15 L RO + UV + UF + TDS Water Purifier,"₹5,299","['Electrical & Storage', 'RO + UV + UF + TDS', '15 L Capacity', 'Repair:Parts will be sent through courier. Customer courier the parts on seller address has customer cost.Technician visit will be chargeable if applicable']",4,3,0
Aquaguard Glory 6 L RO + UV + MTDS Water Purifier with Active Copper technology,"₹14,999","['Electrical & Storage', 'RO + UV + MTDS', '6 L Capacity', '1 Year Manufacturer Warranty from the Date of Purchase, 1 Year Warranty on RO Membrane']",4.2,224,32
Ao Smith Z8 10 L RO Water Purifier,"₹25,500","['Electrical & Storage', 'RO', '10 L Capacity', '1 Year Comprehensive Warranty & 1 Year RO Membrane Warranty if TDS is < 2000 ppm Hardness is < 400 ppm']",4.8,8,0
Aqua grand+ 14 LTR RO + UV + UF + TDS CONTROL Water Purifier Machine 14 L RO + UV + UF + TDS Water Pur...,"₹6,450","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', 'Moter and Smps']",2.8,5,3
Aquagrand Red Audi model 12 Ltr RO + UV + UF + TDS+Copper Water Purifier 12 L RO + UV + UF + TDS Water...,"₹5,599","['Electrical & Storage', 'RO + UV + UF + TDS', '12 L Capacity', '6 Months offsite warranty on all electronic parts, installation will be provided by seller, buyer has to pay RS. 500-700 for installation, our technician will visit buyer within 24 to 48 hours for query/installation 08769114059 between 10 am to 6 pm. After installation visit will be chargeable. SUNDAY closed.']",none,none,none
KENT Ace Lite 8 L RO + UF + TDS Water Purifier,"₹12,999","['Electrical & Storage', 'RO + UF + TDS', '8 L Capacity', '1 Year Warranty Provided by the Manufacturer from Date of Purchase and 3 Years No Service Charge']",4.4,"4,009",422
NASAKA Super Connect S1 8L RO+UV+ORPH WITH ANTI-SCALANT PRE FILTER 8 L RO + UV Water Purifier,"₹11,949","['Electrical & Storage', 'RO + UV', '8 L Capacity', '5 YEAR ONSITE SERVICE WARRANTY']",none,none,none
nexus pure OPEL 1 COPPER + ALKALINE 14 L RO + UV + UF + TDS Water Purifier,"₹5,949","['Electrical & Storage', 'RO + UV + UF + TDS', '14 L Capacity', '6 MONTH OFF SITE']",3.3,15,5
